TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment
TKNO,Alpha Teknova Inc.,,
TKR,Timken Company (The),Capital Goods,Metal Fabrications
TLC,Taiwan Liposome Company Ltd. American Depository Shares,Health Care,Major Pharmaceuticals
TLGA,TLG Acquisition One Corp.,,
TLGT,Teligent Inc.,Health Care,Major Pharmaceuticals
TLIS,Talis Biomedical Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLK,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment
TLMD,SOC Telemed Inc.,Health Care,Managed Health Care
TLMDW,SOC Telemed Inc. Warrants,Health Care,Misc Health and Biotechnology Services
TLND,Talend S.A. American,Technology,EDP Services
TLRY,Tilray Inc. Class 2 ,Consumer Durables,Specialty Chemicals
TLS,Telos Corporation,Technology,EDP Services
TLSA,Tiziana Life Sciences plc American Depository Share,Health Care,Major Pharmaceuticals
TLYS,Tilly's Inc.,,
TM,Toyota Motor Corporation,Capital Goods,Auto Manufacturing
TMAC,The Music Acquisition Corporation,,
TMBR,Timber Pharmaceuticals Inc.,Consumer Durables,Specialty Chemicals
TMCI,Treace Medical Concepts Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMDI,Titan Medical Inc.,,
TMDX,TransMedics Group Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American each representing two,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding
TMKR,Tastemaker Acquisition Corp.,,
TMKRU,Tastemaker Acquisition Corp. Unit,,
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase,Finance,Business Services
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components
TMP,Tompkins Financial Corporation,Finance,Major Banks
TMPM,Turmeric Acquisition Corp.,Finance,Business Services
TMPMU,Turmeric Acquisition Corp. Unit,Finance,Business Services
TMQ,Trilogy Metals Inc.,Basic Industries,Precious Metals
TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore
TMTS,Spartacus Acquisition Corporation,Finance,Business Services
TMTSW,Spartacus Acquisition Corporation Warrant,Finance,Business Services
TMUS,T-Mobile US Inc.,Public Utilities,Telecommunications Equipment
TMX,Terminix Global Holdings Inc.,Miscellaneous,Other Consumer Services
TNC,Tennant Company,Capital Goods,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc.,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc.,Technology,Diversified Commercial Services
TNK,Teekay Tankers Ltd.,Transportation,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,Transportation,Other Consumer Services
TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TOL,Toll Brothers Inc.,Capital Goods,Homebuilding
TOMZ,TOMI Environmental Solutions Inc.,,
TOPS,TOP Ships Inc.,Transportation,Marine Transportation
TOUR,Tuniu Corporation American,,
TOWN,TowneBank,Finance,Major Banks
TPB,Turning Point Brands Inc.,Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation,Capital Goods,Engineering & Construction
TPGS,TPG Pace Solutions Corp.,Finance,Business Services
TPGY,TPG Pace Beneficial Finance Corp.,Finance,Business Services
TPH,Tri Pointe Homes Inc.,Capital Goods,Homebuilding
TPHS,Trinity Place Holdings Inc.,Consumer Services,Real Estate
TPIC,TPI Composites Inc.,Capital Goods,Construction/Ag Equipment/Trucks
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Production
TPR,Tapestry Inc.,Consumer Non-Durables,Apparel
TPST,Tempest Therapeutics Inc.,Health Care,Major Pharmaceuticals
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,
TPTX,Turning Point Therapeutics Inc.,Health Care,Major Pharmaceuticals
TPVG,TriplePoint Venture Growth BDC Corp.,Finance,Trusts Except Educational Religious and Charitable
TPX,Tempur Sealy International Inc.,Consumer Durables,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc,Finance,Investment Managers
TR,Tootsie Roll Industries Inc.,Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co,Finance,Major Banks
TRCA,Twin Ridge Capital Acquisition Corp.,,
TREB,Trebia Acquisition Corp.,Finance,Business Services
TREC,Trecora Resources,,
TREE,LendingTree Inc.,Miscellaneous,Business Services
TREX,Trex Company Inc.,,
TRGP,Targa Resources Inc.,Public Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare Inc.,Health Care,Medical/Nursing Services
TRI,Thomson Reuters Corp,,
TRIB,Trinity Biotech plc American,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRIN,Trinity Capital Inc.,Finance,Finance/Investors Services
TRIP,TripAdvisor Inc.,,
TRIT,Triterras Inc.,Technology,EDP Services
TRITW,Triterras Inc. Warrant,Technology,EDP Services
TRKA,Troika Media Group Inc.,Consumer Services,Television Services
TRKAW,Troika Media Group Inc. Warrant,Consumer Services,Television Services
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TRMD,TORM plc,Consumer Services,Marine Transportation
TRMK,Trustmark Corporation,Finance,Major Banks
TRMR,Tremor International Ltd. American Depository Shares,,
TRMT,Tremont Mortgage Trust of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
TRN,Trinity Industries Inc.,Capital Goods,Railroads
TRNO,Terreno Realty Corporation,Finance,Real Estate
TRNS,Transcat Inc.,Technology,Industrial Machinery/Components
TRONU,Corner Growth Acquisition Corp. 2 Units,,
TROW,T. Rowe Price Group Inc.,Finance,Investment Managers
TROX,Tronox Holdings plc (UK),Basic Industries,Multi-Sector Companies
TRP,TC Energy Corporation,,
TRQ,Turquoise Hill Resources Ltd.,,
TRS,TriMas Corporation,Technology,Industrial Machinery/Components
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRT,Trio-Tech International,Technology,Industrial Machinery/Components
TRTN,Triton International Limited,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion,Technology,Advertising
TRUE,TrueCar Inc.,,
TRUP,Trupanion Inc.,Health Care,Medical Specialities
TRV,The Travelers Companies Inc.,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American,Technology,EDP Services
TRVI,Trevi Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRVN,Trevena Inc.,Health Care,Major Pharmaceuticals
TRX,Tanzanian Gold Corporation,Basic Industries,Precious Metals
TS,Tenaris S.A. American,Basic Industries,Steel/Iron Ore
TSBK,Timberland Bancorp Inc.,Finance,Banks
TSC,TriState Capital Holdings Inc.,Finance,Major Banks
TSCBP,TriState Capital Holdings Inc. representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
TSCO,Tractor Supply Company,Consumer Services,Other Specialty Stores
TSE,Trinseo S.A.,Basic Industries,Major Chemicals
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc.,Health Care,Major Pharmaceuticals
TSI,TCW Strategic Income Fund Inc.,Finance,Investment Managers
TSIB,Tishman Speyer Innovation Corp. II,,
TSIBU,Tishman Speyer Innovation Corp. II Unit,,
TSIBW,Tishman Speyer Innovation Corp. II Warrant,Finance,Business Services
TSLA,Tesla Inc.,Capital Goods,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc.,Finance,Finance Companies
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TSN,Tyson Foods Inc.,Consumer Non-Durables,Meat/Poultry/Fish
TSP,TuSimple Holdings Inc.,Capital Goods,Construction/Ag Equipment/Trucks
TSPQ,TCW Special Purpose Acquisition Corp.,Finance,Business Services
TSQ,Townsquare Media Inc.,Technology,Advertising
TSRI,TSR Inc.,Technology,EDP Services
TT,Trane Technologies plc,Capital Goods,Auto Parts:O.E.M.
TTC,Toro Company (The),Capital Goods,Tools/Hardware
TTCF,Tattooed Chef Inc,Consumer Non-Durables,Farming/Seeds/Milling
TTD,The Trade Desk Inc.,Technology,EDP Services
TTE,TotalEnergies SE,Energy,Oil & Gas Production
TTEC,TTEC Holdings Inc.,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech Inc.,Consumer Services,Military/Government/Technical
TTGT,TechTarget Inc.,,
TTI,Tetra Technologies Inc.,Energy,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,Capital Goods,Auto Manufacturing
TTMI,TTM Technologies Inc.,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,T2 Biosystems Inc.,Health Care,Medical/Dental Instruments
TTP,Tortoise Pipeline & Energy Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
TTSH,Tile Shop Holdings Inc.,,
TTWO,Take-Two Interactive Software Inc.,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation,,
TUEM,Tuesday Morning Corp.,Miscellaneous,Diversified Commercial Services
TUFN,Tufin Software Technologies Ltd.,Technology,EDP Services
TUGC,TradeUP Global Corporation,Finance,Business Services
TUGCU,TradeUP Global Corporation Unit,Finance,Business Services
TUGCW,TradeUP Global Corporation Warrant,Finance,Business Services
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc.,Energy,Oilfield Services/Equipment
TUYA,Tuya Inc. American each representing one,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting
TVAC,Thayer Ventures Acquisition Corporation,Finance,Business Services
TVACU,Thayer Ventures Acquisition Corporation Units,Finance,Business Services
TVACW,Thayer Ventures Acquisition Corporation Warrant,Finance,Business Services
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVTX,Travere Therapeutics Inc.,Health Care,Major Pharmaceuticals
TVTY,Tivity Health Inc.,Health Care,Medical Specialities
TW,Tradeweb Markets Inc.,Finance,Investment Bankers/Brokers/Service
TWCT,TWC Tech Holdings II Corp.,,
TWCTU,TWC Tech Holdings II Corp. Unit,,
TWCTW,TWC Tech Holdings II Corp. Warrant,Finance,Business Services
TWI,Titan International Inc. (DE),Capital Goods,Industrial Machinery/Components
TWIN,Twin Disc Incorporated,Capital Goods,Industrial Machinery/Components
TWLO,Twilio Inc.,Capital Goods,Industrial Machinery/Components
TWLV,Twelve Seas Investment Company II,Finance,Business Services
TWLVU,Twelve Seas Investment Company II Unit,,
TWLVW,Twelve Seas Investment Company II Warrant,,
TWN,Taiwan Fund Inc. (The),Finance,Trusts Except Educational Religious and Charitable
TWND,Tailwind Acquisition Corp.,Consumer Services,Professional Services
TWNI,Tailwind International Acquisition Corp.,Finance,Business Services
TWNK,Hostess Brands Inc.,Consumer Non-Durables,Specialty Foods
TWNKW,Hostess Brands Inc. Warrants,Consumer Non-Durables,Specialty Foods
TWNT,Tailwind Two Acquisition Corp.,,
TWO,Two Harbors Investment Corp,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWOA,two,Consumer Services,Real Estate Investment Trusts
TWOU,2U Inc.,Miscellaneous,Service to the Health Industry
TWST,Twist Bioscience Corporation,Health Care,Managed Health Care
TWTR,Twitter Inc.,Technology,Computer Software: Prepackaged Software
TX,Ternium S.A. Ternium S.A. American (each representing ten shares USD1.00 par value),Basic Industries,Steel/Iron Ore
TXG,10x Genomics Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TXMD,TherapeuticsMD Inc.,Health Care,Major Pharmaceuticals
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,Texas Roadhouse Inc.,Consumer Services,Restaurants
TXT,Textron Inc.,Capital Goods,Aerospace
TY,Tri Continental Corporation,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,,
TYG,Tortoise Energy Infrastructure Corporation,Finance,Investment Managers
TYHT,Shineco Inc.,Consumer Durables,Specialty Chemicals
TYL,Tyler Technologies Inc.,Technology,Computer Software: Prepackaged Software
TYME,Tyme Technologies Inc.,Health Care,Major Pharmaceuticals
TZOO,Travelzoo,Technology,EDP Services
TZPS,TZP Strategies Acquisition Corp.,Finance,Business Services
TZPSU,TZP Strategies Acquisition Corp. Unit,Finance,Business Services
TZPSW,TZP Strategies Acquisition Corp. Warrant,Finance,Business Services
U,Unity Software Inc.,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Inc. Class C,Consumer Non-Durables,Apparel
UAA,Under Armour Inc.,Consumer Non-Durables,Apparel
UAL,United Airlines Holdings Inc.,Transportation,Air Freight/Delivery Services
UAMY,United States Antimony Corporation,Capital Goods,Metal Fabrications
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Basic Industries,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc.,,
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBCP,United Bancorp Inc.,Finance,Major Banks
UBER,Uber Technologies Inc.,Technology,Computer Software: Prepackaged Software
UBFO,United Security Bancshares,Finance,Major Banks
UBOH,United Bancshares Inc.,Finance,Major Banks
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,,
UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,,
UBS,UBS Group AG Registered,Finance,Major Banks
UBSI,United Bankshares Inc.,Finance,Major Banks
UBX,Unity Biotechnology Inc.,Consumer Durables,Specialty Chemicals
UCBI,United Community Banks Inc.,Finance,Major Banks
UCBIO,United Community Banks Inc. each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks
UCL,uCloudlink Group Inc. American,Consumer Services,Telecommunications Equipment
UCTT,Ultra Clean Holdings Inc.,Technology,Semiconductors
UDR,UDR Inc.,Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
UEC,Uranium Energy Corp.,Basic Industries,Other Metals and Minerals
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UEPS,Net 1 UEPS Technologies Inc.,Technology,EDP Services
UFAB,Unique Fabricating Inc.,Capital Goods,Auto Parts:O.E.M.
UFCS,United Fire Group Inc.,Finance,Property-Casualty Insurers
UFI,Unifi Inc. New,,
UFPI,UFP Industries Inc.,Basic Industries,Forest Products
UFPT,UFP Technologies Inc.,Capital Goods,Containers/Packaging
UFS,Domtar Corporation (NEW),Basic Industries,Paper
UG,United-Guardian Inc.,Consumer Non-Durables,Package Goods/Cosmetics
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American (Each representing one Common Share),Energy,Oil Refining/Marketing
UGRO,urban-gro Inc.,Capital Goods,Industrial Machinery/Components
UHAL,Amerco,,
UHS,Universal Health Services Inc.,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UIS,Unisys Corporation New,Technology,EDP Services
UK,Ucommune International Ltd,Miscellaneous,Business Services
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,Miscellaneous,Business Services
UL,Unilever PLC,Consumer Non-Durables,Farming/Seeds/Milling
ULBI,Ultralife Corporation,Technology,Electronic Components
ULCC,Frontier Group Holdings Inc.,Transportation,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc.,Transportation,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc.,,
UMBF,UMB Financial Corporation,Finance,Commercial Banks
UMC,United Microelectronics Corporation (NEW),Technology,Semiconductors
UMH,UMH Properties Inc.,Consumer Services,Real Estate Investment Trusts
UMH^C,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock  Liquidation Preference $25 per share,,
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,,
UMPQ,Umpqua Holdings Corporation,Finance,Commercial Banks
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UNB,Union Bankshares Inc.,Finance,Major Banks
UNCY,Unicycive Therapeutics Inc.,,
UNF,Unifirst Corporation,,
UNFI,United Natural Foods Inc.,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated (DE),Health Care,Medical Specialities
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UNM,Unum Group,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation,Transportation,Railroads
UNTY,Unity Bancorp Inc.,Finance,Major Banks
UNVR,Univar Solutions Inc.,Basic Industries,Specialty Chemicals
UONE,Urban One Inc.,Consumer Services,Broadcasting
UONEK,Urban One Inc. Class D,Consumer Services,Broadcasting
UPC,Universe Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
UPH,UpHealth Inc.,,
UPLD,Upland Software Inc.,Technology,Computer Software: Prepackaged Software
UPS,United Parcel Service Inc.,Transportation,Air Freight/Delivery Services
UPST,Upstart Holdings Inc.,Finance,Finance: Consumer Services
UPWK,Upwork Inc.,Technology,EDP Services
URBN,Urban Outfitters Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
URG,Ur Energy Inc (Canada),Basic Industries,Other Metals and Minerals
URGN,UroGen Pharma Ltd.,Health Care,Major Pharmaceuticals
URI,United Rentals Inc.,Technology,Diversified Commercial Services
UROY,Uranium Royalty Corp.,,
USA,Liberty All-Star Equity Fund,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
USAK,USA Truck Inc.,Transportation,Trucking Freight/Courier Services
USAP,Universal Stainless & Alloy Products Inc.,Basic Industries,Steel/Iron Ore
USAS,Americas Gold and Silver Corporation no par value,Basic Industries,Precious Metals
USAU,U.S. Gold Corp.,Basic Industries,Precious Metals
USB,U.S. Bancorp,Finance,Major Banks
USB^A,U.S. Bancorp Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,,
USB^H,U.S. Bancorp repstg 1/1000th Pfd Ser B,,
USB^M,U.S. Bancorp Representing 1/1000th Interest in a Shares Series F,,
USB^P,U.S. Bancorp each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,,
USB^Q,U.S. Bancorp Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,,
USB^R,U.S. Bancorp Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,,
USCR,U.S. Concrete Inc.,Capital Goods,Building Materials
USDP,USD Partners LP Common Units representing limited partner interest,Transportation,Railroads
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors
USIO,Usio Inc.,Finance,Investment Bankers/Brokers/Service
USLM,United States Lime & Minerals Inc.,Energy,Other Metals and Minerals
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc.,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc.,Health Care,Medical Specialities
USWS,U.S. Well Services Inc.,Energy,Oil & Gas Production
USWSW,U.S. Well Services Inc. Warrants,Finance,Business Services
USX,U.S. Xpress Enterprises Inc.,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc,Finance,Finance Companies
UTG,Reaves Utility Income Fund of Beneficial Interest,Finance,Investment Managers
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UTI,Universal Technical Institute Inc,,
UTL,UNITIL Corporation,Public Utilities,Power Generation
UTMD,Utah Medical Products Inc.,Health Care,Medical/Dental Instruments
UTME,UTime Limited,Energy,Consumer Electronics/Appliances
UTSI,UTStarcom Holdings Corp.,Capital Goods,Telecommunications Equipment
UTZ,Utz Brands Inc ,Consumer Non-Durables,Packaged Foods
UUU,Universal Security Instruments Inc.,Miscellaneous,Diversified Manufacture
UUUU,Energy Fuels Inc (Canada),Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation,Finance,Major Banks
UVV,Universal Corporation,Consumer Non-Durables,Tobacco
UWMC,UWM Holdings Corporation,,
UXIN,Uxin Limited ADS,Miscellaneous,Business Services
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,Public Utilities,Telecommunications Equipment
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Public Utilities,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Public Utilities,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Public Utilities,Telecommunications Equipment
V,Visa Inc.,Miscellaneous,Business Services
VABK,Virginia National Bankshares Corporation,Finance,Major Banks
VAC,Marriott Vacations Worldwide Corporation,Consumer Services,Hotels/Resorts
VACC,Vaccitech plc American,,
VACQ,Vector Acquisition Corporation,Finance,Business Services
VACQU,Vector Acquisition Corporation Unit,Finance,Business Services
VACQW,Vector Acquisition Corporation Warrant,Capital Goods,Military/Government/Technical
VAL,Valaris Limited,Energy,Oil & Gas Production
VALE,VALE S.A.  American Each Representing one common share,Basic Industries,Steel/Iron Ore
VALN,Valneva SE American,,
VALU,Value Line Inc.,Technology,Advertising
VAPO,Vapotherm Inc.,Health Care,Medical/Dental Instruments
VAQC,Vector Acquisition Corporation II,Finance,Business Services
VBF,Invesco Bond Fund,Finance,Trusts Except Educational Religious and Charitable
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VBIV,VBI Vaccines Inc. New (Canada),,
VBLT,Vascular Biogenics Ltd.,Health Care,Major Pharmaceuticals
VBTX,Veritex Holdings Inc.,Finance,Major Banks
VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCF,Delaware Investments Colorado Municipal Income Fund Inc ,Finance,Finance/Investors Services
VCIF,Vertical Capital Income Fund of Beneficial Interest,Finance,Finance/Investors Services
VCKA,Vickers Vantage Corp. I,Finance,Business Services
VCKAU,Vickers Vantage Corp. I Unit,Finance,Business Services
VCKAW,Vickers Vantage Corp. I Warrant,Finance,Business Services
VCNX,Vaccinex Inc.,Health Care,Major Pharmaceuticals
VCRA,Vocera Communications Inc.,Capital Goods,Telecommunications Equipment
VCTR,Victory Capital Holdings Inc.,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust,Finance,Trusts Except Educational Religious and Charitable
VCVC,10X Capital Venture Acquisition Corp,,
VCVCU,10X Capital Venture Acquisition Corp Unit,Capital Goods,Auto Parts:O.E.M.
VCVCW,10X Capital Venture Acquisition Corp Warrant,Capital Goods,Auto Parts:O.E.M.
VCYT,Veracyte Inc.,Health Care,Major Pharmaceuticals
VEC,Vectrus Inc.,,
VECO,Veeco Instruments Inc.,Technology,Semiconductors
VECT,VectivBio Holding AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VEDL,Vedanta Limited  American (Each representing four equity shares),Capital Goods,Metal Fabrications
VEEV,Veeva Systems Inc.,Health Care,Managed Health Care
VEI,Vine Energy Inc.,Energy,Oil & Gas Production
VEL,Velocity Financial Inc.,Finance,Finance: Consumer Services
VELO,Velocity Acquisition Corp.,,
VELOU,Velocity Acquisition Corp. Units,,
VELOW,Velocity Acquisition Corp. Warrant,,
VENA,Venus Acquisition Corporation,Finance,Business Services
VENAR,Venus Acquisition Corporation Rights,Finance,Business Services
VENAW,Venus Acquisition Corporation Warrant,Finance,Business Services
VEON,VEON Ltd. ADS,Public Utilities,Telecommunications Equipment
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts
VER^F,VEREIT Inc. 6.70% Series F Cumulative Redeemable Preferred Stock,,
VERA,Vera Therapeutics Inc.,Health Care,Major Pharmaceuticals
VERB,Verb Technology Company Inc.,Consumer Services,Other Consumer Services
VERBW,Verb Technology Company Inc. Warrant,Consumer Services,Other Consumer Services
VERI,Veritone Inc.,Technology,EDP Services
VERO,Venus Concept Inc.,Health Care,Medical/Dental Instruments
VERU,Veru Inc.,Health Care,Major Pharmaceuticals
VERV,Verve Therapeutics Inc.,,
VERX,Vertex Inc.,Technology,EDP Services
VERY,Vericity Inc.,Finance,Life Insurance
VET,Vermilion Energy Inc. Common (Canada),Energy,Oil & Gas Production
VEV,Vicinity Motor Corp.,Capital Goods,Building Materials
VFC,V.F. Corporation,,
VFF,Village Farms International Inc.,Consumer Non-Durables,Farming/Seeds/Milling
VFL,Delaware Investments National Municipal Income Fund,Finance,Finance/Investors Services
VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment
VGI,Virtus Global Multi-Sector Income Fund of Beneficial Interest,Finance,Investment Managers
VGII,Virgin Group Acquisition Corp. II,,
VGM,Invesco Trust for Investment Grade Municipals (DE),Finance,Trusts Except Educational Religious and Charitable
VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling
VGZ,Vista Gold Corp,Basic Industries,Precious Metals
VHAQ,Viveon Health Acquisition Corp.,,
VHC,VirnetX Holding Corp,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc.,Basic Industries,Major Chemicals
VIAC,ViacomCBS Inc. Class B,Consumer Services,Movies/Entertainment
VIACA,ViacomCBS Inc.,Consumer Services,Movies/Entertainment
VIACP,ViacomCBS Inc. 5.75% Series A Mandatory Convertible Preferred Stock,Consumer Services,Movies/Entertainment
VIAO,VIA optronics AG American each representing one-fifth of an,Technology,Semiconductors
VIAV,Viavi Solutions Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
VICI,VICI Properties Inc.,Consumer Services,Real Estate Investment Trusts
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
VIEW,View Inc.,,
VIEWW,View Inc. Warrant,,
VIH,VPC Impact Acquisition Holdings,Finance,Business Services
